customerid,recency,frequency,monetary,log_frequency,log_monetary,_features,kmeans_cluster,hier_cluster
12508.0,26,2,397.88,1.0986122886681098,5.988660619775247,[-0.66527073 -0.34981663 -0.35591929],0,3
12509.0,284,1,176.5,0.6931471805599453,5.178970608915471,[ 1.91983698 -0.95445744 -1.02444133],2,2
12510.0,143,2,819.85,1.0986122886681098,6.710340388740527,[ 0.50704556 -0.34981663  0.23993694],0,0
12512.0,66,2,132.18,1.0986122886681098,4.891701596682476,[-0.26447884 -0.34981663 -1.26162551],0,3
12513.0,113,1,612.29,0.6931471805599453,6.418837907265026,[ 2.06451635e-01 -9.54457443e-01 -7.42621147e-04],0,0
12514.0,267,1,1017.68,0.6931471805599453,6.926262950537876,[ 1.74950042 -0.95445744  0.4182138 ],2,2
12515.0,353,1,278.7,0.6931471805599453,5.633717600207914,[ 2.611203   -0.95445744 -0.64897864],2,2
12516.0,78,2,792.38,1.0986122886681098,6.676302299796786,[-0.14424127 -0.34981663  0.21183333],0,0
12517.0,28,5,2481.6,1.791759469228055,7.817061677081847,[-0.64523114  0.68382367  1.1537034 ],1,1
12518.0,1,5,2056.89,1.791759469228055,7.629436465014086,[-0.91576567  0.68382367  0.9987903 ],1,0
12519.0,64,1,330.84,0.6931471805599453,5.804652925041163,[-0.28451843 -0.95445744 -0.50784558],0,3
12520.0,79,5,2634.26,1.791759469228055,7.876737127834484,[-0.13422147  0.68382367  1.20297454],1,1
12521.0,143,1,599.68,0.6931471805599453,6.39806234681208,[ 0.50704556 -0.95445744 -0.017896  ],0,0
12522.0,39,2,192.72,1.0986122886681098,5.266413817535028,[-0.53501337 -0.34981663 -0.95224368],0,3
12523.0,19,11,1789.77,2.4849066497880004,7.490400973937009,[-0.73540931  1.71746397  0.88399539],1,1
12524.0,9,8,3044.64,2.1972245773362196,8.021466338683119,[-0.83560729  1.28846449  1.32247048],1,1
12526.0,1,3,1316.66,1.3862943611198906,7.183612715167257,[-0.91576567  0.07918286  0.6306951 ],0,0
12527.0,82,3,348.71000000000004,1.3862943611198906,5.857104239599851,[-0.10416208  0.07918286 -0.46453905],0,0
12528.0,9,6,1933.48,1.9459101490553132,7.567593835498341,[-0.83560729  0.91369744  0.94772982],1,1
12530.0,60,4,1522.48,1.6094379124341003,7.328752470673038,[-0.32459762  0.41194071  0.75053   ],1,0
12531.0,15,1,125.22,0.6931471805599453,4.838026416156094,[-0.7754885  -0.95445744 -1.30594252],0,3
12532.0,30,1,349.83000000000004,0.6931471805599453,5.860301775655642,[-0.62519154 -0.95445744 -0.461899  ],0,3
12534.0,131,1,981.18,0.6931471805599453,6.889774590946187,[ 0.38680799 -0.95445744  0.38808711],0,0
12535.0,92,2,716.35,1.0986122886681098,6.575563866544399,[-0.00396411 -0.34981663  0.12865845],0,0
12536.0,59,1,4279.71,0.6931471805599453,8.361874162668443,[-0.33461742 -0.95445744  1.60352882],0,0
12538.0,29,1,363.95,0.6931471805599453,5.899760357897641,[-0.63521134 -0.95445744 -0.42931995],0,3
12539.0,22,4,5109.35,1.6094379124341003,8.539023174002887,[-0.70534992  0.41194071  1.74979223],1,0
12540.0,20,17,11019.24,2.8903717578961645,9.307488861054148,[-0.72538952  2.32210479  2.38427733],1,1
12541.0,30,3,981.18,1.3862943611198906,6.889774590946187,[-0.62519154  0.07918286  0.38808711],0,0
12544.0,36,1,372.7,0.6931471805599453,5.923453336491439,[-0.56507276 -0.95445744 -0.4097578 ],0,3
12545.0,75,2,1000.39,1.0986122886681098,6.9091443138264115,[-0.17430066 -0.34981663  0.40407976],0,0
12546.0,47,2,1161.5,1.0986122886681098,7.058328137461511,[-0.45485499 -0.34981663  0.52725366],0,0
12547.0,198,2,207.79999999999998,1.0986122886681098,5.341376856008484,[ 1.05813441 -0.34981663 -0.89035031],2,2
12548.0,166,1,95.19999999999999,0.6931471805599453,4.566429357671661,[ 0.73750089 -0.95445744 -1.53018713],2,3
12550.0,79,1,824.83,0.6931471805599453,6.716388941200945,[-0.13422147 -0.95445744  0.24493094],0,0
12551.0,358,1,168.0,0.6931471805599453,5.1298987149230735,[ 2.66130198 -0.95445744 -1.06495763],2,2
12552.0,40,1,317.82,0.6931471805599453,5.764626680205501,[-0.52499357 -0.95445744 -0.54089332],0,3
12553.0,8,10,3584.28,2.3978952727983707,8.184591853191634,[-0.84562708  1.5877102   1.45715536],1,1
12556.0,50,2,599.56,1.0986122886681098,6.397862553264747,[-0.4247956  -0.34981663 -0.01806096],0,3
12557.0,158,2,491.34000000000003,1.0986122886681098,6.1991695347330005,[ 0.65734252 -0.34981663 -0.18211222],0,0
12558.0,8,1,269.96,0.6931471805599453,5.601971208509516,[-0.84562708 -0.95445744 -0.67519011],0,3
12559.0,311,2,455.51,1.0986122886681098,6.123610605600133,[ 2.19037151 -0.34981663 -0.24449758],2,2
12560.0,5,2,1990.01,1.0986122886681098,7.596397326653291,[-0.87568648 -0.34981663  0.97151147],0,0
12561.0,303,1,238.85,0.6931471805599453,5.480013727948073,[ 2.11021313 -0.95445744 -0.77588452],2,2
12562.0,8,7,3508.2000000000003,2.0794415416798357,8.163143370254229,[-0.84562708  1.11282316  1.43944638],1,1
12564.0,261,1,456.9,0.6931471805599453,6.12665081966305,[ 1.68938164 -0.95445744 -0.24198743],2,2
12565.0,289,1,145.92,0.6931471805599453,4.989888220951467,[ 1.96993597 -0.95445744 -1.18055755],2,2
12566.0,86,1,351.65,0.6931471805599453,5.865476063654188,[-0.06408289 -0.95445744 -0.45762684],0,3
12567.0,23,10,8707.48,2.3978952727983707,9.072052542562439,[-0.69533012  1.5877102   2.1898889 ],1,1
12569.0,2,32,3998.69,3.4965075614664802,8.293972137098747,[-0.90574587  3.22599131  1.54746539],1,1
12571.0,40,2,519.61,1.0986122886681098,6.255001200981438,[-0.52499357 -0.34981663 -0.1360147 ],0,3
12572.0,9,2,1020.42,1.0986122886681098,6.928949094989139,[-0.83560729 -0.34981663  0.42043162],0,0
12573.0,227,1,160.54000000000002,0.6931471805599453,5.08475279001415,[ 1.34870853 -0.95445744 -1.10223244],2,2
12574.0,316,1,218.45,0.6931471805599453,5.391124416134243,[ 2.24047049 -0.95445744 -0.84927615],2,2
12576.0,36,5,1315.83,1.791759469228055,7.182982612166326,[-0.56507276  0.68382367  0.63017485],1,0
12577.0,35,3,626.6,1.3862943611198906,6.441903020858877,[-0.57509256  0.07918286  0.01830113],0,0
12578.0,21,2,2402.51,1.0986122886681098,7.7846854479244865,[-0.71536972 -0.34981663  1.1269719 ],0,0
12579.0,78,1,440.42,0.6931471805599453,6.0899968031722285,[-0.14424127 -0.95445744 -0.27225088],0,3
12580.0,247,1,415.7,0.6931471805599453,6.032366538428407,[ 1.54910448 -0.95445744 -0.31983341],2,2
12581.0,40,1,197.71,0.6931471805599453,5.291846475417725,[-0.52499357 -0.95445744 -0.93124516],0,3
12582.0,239,2,391.36,1.0986122886681098,5.972179785696115,[ 1.4689461  -0.34981663 -0.36952672],2,2
12583.0,3,15,6926.58,2.772588722239781,8.843265824848007,[-0.89572607  2.14646346  2.00099073],1,1
12584.0,4,9,2338.15,2.302585092994046,7.757542894498013,[-0.88570627  1.44558101  1.1045616 ],1,1
12585.0,234,2,1685.86,1.0986122886681098,7.430624091550444,[ 1.41884711 -0.34981663  0.8346405 ],2,0
12586.0,17,1,196.94000000000003,0.6931471805599453,5.2879639544685455,[-0.75544891 -0.95445744 -0.93445077],0,3
12587.0,8,1,144.0,0.6931471805599453,4.976733742420574,[-0.84562708 -0.95445744 -1.19141857],0,3
12588.0,39,1,214.89999999999998,0.6931471805599453,5.3748153375207615,[-0.53501337 -0.95445744 -0.86274177],0,3
12589.0,29,2,646.68,1.0986122886681098,6.473396747218991,[-0.63521134 -0.34981663  0.04430399],0,3
12590.0,211,1,1633.2,0.6931471805599453,7.398908666950607,[ 1.18839177 -0.95445744  0.8084546 ],2,2
12591.0,317,1,452.84999999999997,0.6931471805599453,6.117766746972636,[ 2.25049029 -0.95445744 -0.24932258],2,2
12592.0,92,2,437.6,1.0986122886681098,6.083587835983788,[-0.00396411 -0.34981663 -0.27754246],0,3
12593.0,109,3,418.09999999999997,1.3862943611198906,6.038109554931026,[ 0.16637245  0.07918286 -0.31509168],0,0
12594.0,38,10,3338.2200000000003,2.3978952727983707,8.113492525763553,[-0.54503316  1.5877102   1.39845207],1,1
12596.0,51,2,506.27,1.0986122886681098,6.229043406218447,[-0.4147758  -0.34981663 -0.1574468 ],0,3
12597.0,19,4,3307.22,1.6094379124341003,8.104165559373547,[-0.73540931  0.41194071  1.39075124],1,0
12598.0,10,8,2915.08,2.1972245773362196,7.97799552759447,[-0.82558749  1.28846449  1.28657872],1,1
12599.0,29,7,1032.58,2.0794415416798357,6.940783782995926,[-0.63521134  1.11282316  0.43020295],1,0
12600.0,29,10,1700.99,2.3978952727983707,7.439553433675401,[-0.63521134  1.5877102   0.84201302],1,1
12601.0,190,5,577.0600000000001,1.791759469228055,6.359677669513258,[ 0.97797603  0.68382367 -0.04958838],2,0
12602.0,59,1,153.12,0.6931471805599453,5.037731519757957,[-0.33461742 -0.95445744 -1.14105564],0,3
12604.0,79,2,254.18,1.0986122886681098,5.541969178493598,[-0.13422147 -0.34981663 -0.72473089],0,3
12607.0,60,1,1579.51,0.6931471805599453,7.3655028587473295,[-0.32459762 -0.95445744  0.78087303],0,0
12609.0,78,3,1126.85,1.3862943611198906,7.0280684444921455,[-0.14424127  0.07918286  0.50226969],0,0
12610.0,23,4,1827.54,1.6094379124341003,7.511273113204688,[-0.69533012  0.41194071  0.90122851],1,0
12611.0,52,1,1049.32,0.6931471805599453,6.956850158625855,[-0.404756   -0.95445744  0.44346818],0,0
12612.0,74,1,704.0400000000001,0.6931471805599453,6.558254538791405,[-0.18432046 -0.95445744  0.11436698],0,0
12613.0,57,5,3218.38,1.791759469228055,8.07694407341513,[-0.35465702  0.68382367  1.36827577],1,1
12614.0,278,1,315.6,0.6931471805599453,5.757639147446912,[ 1.8597182  -0.95445744 -0.54666259],2,2
12615.0,2,4,2119.35,1.6094379124341003,7.65933644837911,[-0.90574587  0.41194071  1.02347727],1,0
12616.0,95,2,713.3,1.0986122886681098,6.571303042160927,[ 0.02609528 -0.34981663  0.1251405 ],0,0
12617.0,29,1,352.98,0.6931471805599453,5.869240414362608,[-0.63521134 -0.95445744 -0.4545188 ],0,3
12618.0,22,1,177.31,0.6931471805599453,5.183523608545955,[-0.70534992 -0.95445744 -1.02068213],0,3
12619.0,16,8,2528.96,2.1972245773362196,7.835958771319902,[-0.76546871  1.28846449  1.16930582],1,1
12620.0,15,3,1339.41,1.3862943611198906,7.20073081629489,[-0.7754885   0.07918286  0.64482869],0,0
12621.0,2,20,9871.99,3.044522437723423,9.197558024747572,[-0.90574587  2.55197856  2.29351273],1,1
12622.0,232,1,180.1,0.6931471805599453,5.199049364889368,[ 1.39880752 -0.95445744 -1.00786327],2,2
12623.0,276,1,305.1,0.6931471805599453,5.723911845951367,[ 1.8396786  -0.95445744 -0.5745096 ],2,2
12624.0,106,2,641.13,1.0986122886681098,6.464790775403018,[ 0.13631305 -0.34981663  0.03719845],0,0
12625.0,212,2,1972.22,1.0986122886681098,7.587422005128204,[ 1.19841157 -0.34981663  0.96410098],2,0
12626.0,23,9,5984.08,2.302585092994046,8.697024984652948,[-0.69533012  1.44558101  1.88024671],1,1
12627.0,11,7,4370.53,2.0794415416798357,8.382868341230362,[-0.81556769  1.11282316  1.6208627 ],1,1
12628.0,4,3,786.46,1.3862943611198906,6.668812575758953,[-0.88570627  0.07918286  0.20564942],0,0
12630.0,10,2,1030.88,1.0986122886681098,6.939137660210806,[-0.82558749 -0.34981663  0.42884382],0,0
12631.0,57,1,480.5,0.6931471805599453,6.17690623123818,[-0.35465702 -0.95445744 -0.20049395],0,3
12633.0,59,4,1629.78,1.6094379124341003,7.396813706950347,[-0.33461742  0.41194071  0.80672489],1,0
12635.0,90,2,1563.18,1.0986122886681098,7.355117003997033,[-0.0240037  -0.34981663  0.77229793],0,0
12637.0,67,8,5894.9,2.1972245773362196,8.68201247307405,[-0.25445904  1.28846449  1.8678516 ],1,1
12638.0,33,1,511.69,0.6931471805599453,6.239671374015861,[-0.59513215 -0.95445744 -0.1486718 ],0,3
12639.0,239,1,366.1,0.6931471805599453,5.905634290502789,[ 1.4689461  -0.95445744 -0.42447013],2,2
12640.0,24,3,1174.58,1.3862943611198906,7.06951692181073,[-0.68531033  0.07918286  0.5364917 ],0,0
12641.0,115,1,185.9,0.6931471805599453,5.230573714461517,[ 0.22649123 -0.95445744 -0.98183513],0,3
12642.0,25,3,1013.26,1.3862943611198906,6.9219145615400475,[-0.67529053  0.07918286  0.41462354],0,0
12643.0,128,6,512.4,1.9459101490553132,6.24105526843704,[ 0.3567486   0.91369744 -0.14752918],0,0
12644.0,130,1,477.91,0.6931471805599453,6.171512688316606,[ 0.37678819 -0.95445744 -0.20494714],0,2
12645.0,34,4,1775.18,1.6094379124341003,7.482220269767765,[-0.58511235  0.41194071  0.87724097],1,0
12646.0,5,2,1346.97,1.0986122886681098,7.206355036031724,[-0.87568648 -0.34981663  0.64947234],0,0
12647.0,22,12,2953.62,2.5649493574615367,7.9911253259703985,[-0.70534992  1.83682588  1.29741937],1,1
12648.0,155,1,318.05,0.6931471805599453,5.765347830314356,[ 0.62728312 -0.95445744 -0.5402979 ],2,2
12649.0,107,3,623.51,1.3862943611198906,6.4369673422476765,[0.14633285 0.07918286 0.01422598],0,0
